text;label
"@susipudjiastuti @AcehSelatanSatu Matur nuwun pak @jokowi atas kebijakan mu yg sudah cukup bikin petani menderita.
Gassss 3 periode...😝😝😝";Negatif
@pinkyrosse boleh 3 periode asal w yg jadi wakilnya;Netral
@MemeComicIndo Dalam senyum bpknya terucap “ fix 3 periode gua “;Netral
Hujannya 3 periode;Netral
@Mdy_Asmara1701 @banyubening0310 Semuanya gagal maning, semoga 3 periode dan tunda pemilu juga gagal.;Negatif
"@CNNIndonesia Gagal maning.... Minta 3 periode..
Apa gak malu yak..??";Negatif
@dapitnih Udah gagal pengen 3 periode 🤭;Negatif
@Ghazy_Seabed Gitu .nyolot minta dukungan 3 periode;Negatif
"@JhonPlenton @KakekHalal Otak mana broo ?
Situ ngigau 3 periode mas....🤭🤭🤭";Negatif
@xbayik @krystalz Cocok banget ni slogan buat kabil periode 3;Netral
@Attilathehunt19 Mendingan ganti sama akang saja kalau ada 3 periode;Netral
@NastarBubuk @CNNIndonesia Ttp 3 periode;Positif
"Buka Tutup Export CPO, akhirnya Petani Sawit yang paling terdampak. 

Petani Sawit konon katanya mendukung 3 Periode….";Netral
@Ajudan75 Jgn mau dibohongi pake penundaan pemilu atau 3 periode 😂;Negatif
@sherifwoody___ skrng kita dukung jokowow 3 periode demi kebaikan brsma;Positif
@sickboycup gass, wajib 3 periode 🔥;Positif
@KakekHalal Mana lebih brengsek 3 periode pembajak kontitusi;Negatif
@CutSarina5 @UtunBack @yaniarsim Nambah lagi puasanya bunda jadi 3 periode... 😂😂😂;Netral
@shakyllll_ kawal Jokowi 3 periode 🔥;Positif
@Helmi_Felis Dia aje ganjen ngebet 3 periode;Netral
@WagimanDeep212_ @erickthohir ya si pembuat onar 3 periode.. 🤣🤣🤣;Negatif
@spunxxpearl 'wacana 3 periode itu merupakan hak demokrasi masyarakat';Positif
@CNNIndonesia Akan dengan mudah sy bereskan dan tuntaskan jika jabatan presiden diperpanjang 3 periode....;Positif
@GusDaAD @PartaiSocmed Mungkin karena itulah wacana 3 periode di hembuskan;Netral
@idextratime Lanjut 3 periode;Positif
"5. Tulis “done” dan mention 3 teman untuk ikutan di kolom komentar
6. Periode 27 April-4 Mei 2022";Netral
"@susipudjiastuti Baru senang mau teriak 3 periode? 
Ehhh kecebong akhirnya..! 🤣🤣🤣";Netral
@convomf gabakal, soalnya gaada presiden 3 periode;Negatif
@convomf ga banget, ga usah maruk pgn 3 periode deh;Negatif
@detikcom Pecah belah di mana2..... salam 3 periode..........;Positif
@KompasTV Jadi deh 3 periode..😂;Positif
@lampungbase 3 jaman apakah sama dengan 3 periode?;Netral
💙 guys, pendapat kalian ttg presiden 3 periode gimana?;Netral
@gombang Mbak Puan selalu konstitusional menolak 3 periode. Hamdala.;Negatif
@mochaaargh Otw 3 periode man wkwk;Positif
@ainunnajib @na_dirs Polarisasi akan selesai tahun 2024. Yg penting tidak ada 3 periode.;Negatif
"@kasep6683 @DokterTifa Klo minta 3 periode...pny etika g???
Kandang celeng kau @kasep6683";Negatif
@kurodai556 @alisyarief Padahal elonmusk gak yakin dg 3 periode , wahahaha;Negatif
@Heraloebss Elon nolak krn RI masih ribut cebong kadrun, radikal radikul, teroris , 3 periode dll 🤫;Negatif
@fsapradana @dinikopi13 Hahaha. Dan gua malah mengulangi lagi periode pusingnya 3 tahun kedepan;Negatif
"@democrazymedia Kang Cendol yg teriaki Jokowi 3 Periode aja,dapet bayaran 200rb.
Tibang puan.😂 
Paling banter Nasi uduk.";Negatif
@mus_tanjung @AnthonyBudiawan Lu amandemen dulu UUD baru 3 periode;Negatif
@Helmi_Felis Urusan minyak, urusan perpanjangan, urusan 3 periode... 🙈 smk lebih canggih dari tesla pak pakai enegi siluman.;Negatif
@msaid_didu 3 periode om cara dari pak lutut 😆;Negatif
@OposisiCerdas Seperti halnya omongan nggak ngedukubg 3 periode. Padahal sebaliknya. Gitu kan...;Negatif
@OposisiCerdas @Syahsribm Terus nyinyir 3 periode sampai stress 😀😀;Positif
@RecehEverywhere Kalo gak diganti2, bahkan minta 3 periode namanya oligarki;Negatif
@eidosx Jokowi lagi menghibur diri. Jagung sedang oprek kartel migor. Dimana dana yang di korupsi di duga untuk biaya 3 periode.;Negatif
@VIVAcoid Maka butuh 3 periode;Positif
@stafsuscolonial Wahhh bisa² ga sngaja 3 periode wadohhhhh;Negatif
@KodokAnti @EndangUban @dnayza1212 @jokowi @SBYudhoyono gibran betul...emang gak ada 3 periode...akal2an @AgusYudhoyono aja itu;Netral
@txtdarigajelas Setelah melakukan Rumbling Eren mencalonkan diri jadi Kades Nagrak dan Sukses terpilih 3 Periode;Netral
"Sama Luhut aja anda @Jokowi tidak berani sok²an minta 3 periode.
Tanggung Amat sekalian aja 100 periode.";Netral
@aurouroa Sejak ada usulan 3 periode;Netral
@achzam_prabu @PKSejahtera Belum dapat kunci rumah isteri orang dia jadi ngelantur 3 periode🤣;Netral
@UyokBack Dia yg umbar janji sementara Anies yg tepati janjinya, gini koq minta 3 periode, mikiir!!!!!;Negatif
@VIVAcoid Masak Dukung 3 Periode mau....dukung supaya Presiden punya wibawa dan nama baik dimata rakyatnya ogah....?;Negatif
@VichiReborn @RFauzy5 Epek tidak di restui ingin 3 periode oleh Ema banteng;Netral
@rasjawa Sidoarjo juga Om, 3 periode Bupati jadi kawan KPK semua;Netral
"@prayogo_yetno @GeiszChalifah Terus ????
Waktunya anies berenti pasti ..ga minta tmbh 3 periode...ga kek si jokowo..
Kandang celeng kau !";Netral
@isna_592_700 @monpierc Kayaknya bisa lanjut ke 3 periode sih;Positif
@LurahIstana Di PILPRES kita disuruh pilih Prabowo atau Jokowi knp yg kuasa Luhut, malah minta tambah 3 periode.;Negatif
@PartaiSocmed @jokowi Pantesan kalau tuch pengusaha mendorong 3 periode.;Negatif
@Hamas191 @msaid_didu Hebatnya nya ya bisa bikin yg nyinyir 3 periode sampai stress 😀😀😀;Negatif
@msaid_didu Profesi nyinyir 3 periode 😀😀😀;Negatif
@AbabilSemprong @TutisoeAksoed @msaid_didu @gibran_tweet Solusinya nyinyir 3 periode sampai stress beneran😀😀😀;Negatif
@henrysubiakto Krna ingin berkuasa jd minta 3 periode..profesor kelas kecoa;Negatif
"@keuangannews_id Walaupun tidak sereaktif Wadas, 
daripada tidak sama sekali.
Menyerah direbutnya tanah, karena obsesi penguasa 3 periode.";Negatif
@syahrial_nst @elonmusk Ah kt siapa, sok tau lo. Gorengan basi 3 periode.;Netral
@syahrial_nst @elonmusk Siapa yg memperjuangkan 3 periode?;Netral
@LurahIstana Mugo2 gagal modar Kabeh panitia 3 periode panitia ikn;Negatif
@AYBS_OFFICIAL Kaga percaya kmrn aja bilang 3 periode pret talk to my hand;Negatif
@NephiLaxmus @fajarnugros 3 periode bisa lah..;Positif
@geloraco Ngumpet di gorong2 aza, aman... keluar ntar jadi presiden 3 periode di wakanda;Negatif
@IbnuAnakrimba @panca66 @msaid_didu Salam 3 periode;Positif
@agusfaj1090 @DokterTifa Nongol juga Pendukung 3 periode;Netral
@RieGucciano Pantesan kekeuh minta 3 periode yah.... Biar puass ngegarong dan keliatan makin longor pak jokowi nya;Negatif
"RABU, 27/APRIL/2022,

RESULT PASARAN BURMA
PERIODE KE - 1768 : 
PRIZE 1 : 8733
PRIZE 2 : 8494
PRIZE 3 : 2380
SELAMAT KEPADA PARA PEMENANG";Netral
"@KompasTV Ternyata kita selalu saja di PHP,entah sampai kapan PHP ini akan berakhir.
efek dari maksa mau 3 periode";Negatif
@msaid_didu Jadi bintang iklannya. Wooow, jangan jangan mensponsori 3 periode juga...;Netral
@ChusnulCh__ @BEMUI_Official Segera desak pak Jokowi 3 periode.🙏;Positif
@AwkwardMaannn Tutunan cina jawa kali tuh yg serakah....kepingin 3 periode segala.....hancur indonesia....;Negatif
@CNNIndonesia Yang pasang stiker di mobil dan baliho 3 periode itu juga kali ya ? 🤔🤔🤔;Netral
@beyoursss_ Di tunggu yah, kalau periode skrng sampai 2/5 Mei, nah setelah itu nunggu 2-3 hari uang nya bakal cair;Netral
"@KompasTV Hadiah lebaran terindah dari sang rezim?
Membanggakan. Kalau 3 periode mah... saya pasti dukung";Positif
LBP gencar kesana kemari itu untuk siksesi 3 periode dan ikn.karena jika sampai gagal konsekwensi dari MSS itu nyata ada nya.;Netral
"Jadi, heboh minyak goreng langka kemarin itu akibat ulah yang mau upayakan 3 periode? 
Kalian memang setan semua! 👿";Negatif
@Nicho_Silalahi @NichoSilalah1 @jokowi Salam 3 periode utk pak jokowi;Positif
@democrazymedia Awalnya batu bara, terus minyak goreng, semoga pernyataan 3 periode tdk diralat juga;Negatif
@Dennysiregar7 @jokowi Hebat,,lanjut 3 periode atau 7 Turunan ,,kalo perlu seumur hidup,,,gkgkgk;Positif
@Rheina999 Aku dukung 3 periode✌;Positif
@uusbustami Kondisi yang sangat pantas untuk lanjut 3 periode... 🙈;Positif
"Luhut mau menekan @elonmusk utk dukung Jokowi 3 Periode.
Seprti yg dilakukannya kepada @cakimiNOW @airlangga_hrt @ZUL_Hasan 
🤣🤣🤣";Positif
@IMCMushroom Ga dianggaplah..wong ga ngerti apa2 koq..mknya mending mundur lu..cm dakocan aja minta 3 periode..dasar muka tembok;Negatif
@AV4tarPemburu @jokowi ga ngefek mas, ga mungkin pak jokowi 3 periode. pulang mas anak istri mu nungguin tuh.;Netral
"@Dennysiregar7 @coffeecreamtea Hajar.
Apalagi konon keuntungan sawit mau dipakai biayai isu 3 periode";Negatif
@akusorayaa wah kayaknya masih kurang nih, lanjut 3 periode ya;Positif
"@VIVAcoid PK Dhe kami siap 3 periode....
Semangat pak Dhe....
Kata cebii";Positif
@KompasTV Petani sawit maaih mau dukung jokowi 3 periode ?;Netral
@Kamumu8 kan kalo jokowi gak jadi 3 periode, dilanjut sama puan. wkwk sama aja;Netral
@KompasTV Masih semangat pilih Jokowi 3 Periode?;Netral
"@KompasTV Sdh lebih 7 tahun berkuasa masih gamang dan coba-coba, kapan seriusnya.? 
Apa perlu 3 periode atau lebih yah..🤣";Negatif
@susipudjiastuti Masih ada yg mau 3 periode ?;Netral
@ZahraAm66707381 @faletalimalo @Mentimoen Jadi ini berita dihembuskan pas rame demo tolak 3 periode yg hembuskan pak muldoko;Netral
@SR_VIDHI Ngaku Membela UUD 45, tapi minta tambah 3 periode...pekok;Negatif
@OposisiCerdas ada datanya? spt dukungan 3 periode utk pak jokowi kemaren.;Netral
@jvdas_iskariot Cakep.... 2 periode om.... Jng 3 ya....🤭🤭🤭;Netral
@najmul_romadhon Yg paling bermutu yg selalu dengungkan 3 periode yg jelas melanggar konstitusi atau partai juara korupsi itu ya mas?;Negatif
@aprlntml jadi menurut kakak, gimana nih soal pak jokowi 3 periode?;Netral
@syahrial_nst @elonmusk 3 periode? Anda lagi mengigau ya?😂😂😂😂;Negatif
@henrysubiakto bapak baper gk klo gk jadi 3 periode;Netral
@democrazymedia hal yg sama akan terjadi di 2024, yaitu boleh Nyalon lagi president tuk 3 periode....dah ke baca;Netral
"Masa Jabatan Presiden Indonesia 3 Periode itu TERBAIK.
Jangan tiru Amerika.
Ayo #AMANDEMEN UUD kita, segera.";Positif
"@geloraco Masa Jabatan Presiden Indonesia 3 Periode itu TERBAIK.
Jangan tiru Amerika.
Ayo AMANDEMEN UUD kita, segera.";Positif
@NephiLaxmus Sementara petani sawitingin jokowi 3 periode kata erlangga....🤣🤣🤣;Positif
@03__nakula Akhir drama 3 periode yg dipaksakan Cak Imin, Kita tunggu story end nya.;Netral
@detikcom Jadi urusan 3 periode kumaha?;Netral
@ChusnulCh__ Santai aja bong, kan baru survei. Siapa tahu riilnya 3 periode.;Positif
@NayoanAngelyca @Kiyai_MarufAmin Apa masih berambisi 3 periode juga Mbah?;Netral
@ChusnulCh__ Lo kok gajadi 3 periode ?;Netral
@DokterTifa lanjutkan 3 periode, kalo ganti presiden nanti lord ga kebagian fee lagi;Negatif
"@Helmi_Felis Dr wajahnya beliau lg mengingat hapalan bang...teksnya nggak kebawa...😄😄
Begini di gadang2 3 periode..hadeuh..!!😇😇";Negatif
@BukanKDrone @Mdy_Asmara1701 Pakde mau 3 periode? Masih kurang? Mau ketemu lagi di pemilu 2024 😜 gatau diri sama serakag banget sih;Negatif
@AnthonyBudiawan Pantesan mereka pingin Jokowi 3 periode atau kalo bisa seumur hidup. Gampang dikadali;Negatif
@senjatanuklir Ya bener sih, sampe koordinasiin Presiden 3 periode ke ketum partai dan menteri saking aktifnya ya 👍;Netral
"Kapan Sih Drama Seleb Dadakan Di negeri wakanda ini Tamat, ?? 
Kapan Bikin Nuklirnya yang mulia dipaksa 3 periode ??!!";Negatif
@evalez_fr Malah pd ngotot mau 3 periode,semua serba amburadul..😅😅😅;Negatif
"@detikcom Mungkin memperkenalkan dirinya seperti itu.
Kalau ngaku presiden kan melawan hukum. 
Nanti bisa spt 3 periode.";Netral
@democrazymedia Jadi yg 3 periode pasti ada dong;Positif
@davinavrnc Kasian parag boro2 mau 3 periode, 1 periode aja ga sampe;Negatif
@VIVAcoid Lanjut 3 periode 😁🤪;Positif
@ceritanyaginii minum yg byk klo ga than napas 3 periode;Netral
@keuangannews_id Lanjut 3 periode.......!!!;Positif
@Lilykiyowo_ Kayanya bahas 3 periode sih kak~;Netral
@beritaminangcom Banteng kesel di Sumbar ga dpt kursi, gubernur 3 periode kader PKS;Netral
@faris_sina PPN 20% kalau pelayanan publik baik okelah, kalau masih meragukan ya emoh... nambah 1% saja sama nyebelin kayak nambah 3 periode;Negatif
"@Ghazy_Seabed Note..buat bukan saudaraku
Jgn memaksa diri utk melanjutkan 3 periode ntar Capek sendiri😂😂";Negatif
"@Sarusy2 Nganu cuma tes ombak doang
Endingnya 3 periode😂😂😂";Positif
@AnthonyBudiawan Kalau kek gini ..Masih mau lanjutin 3 periode ..?? Dungu kalen2..;Negatif
@AnggitaWiryo @aniesbaswedan Setuju Jokowi 3 Periode ...;Positif
"Kondisi negeri lagi carut marut, Luhut lagi bermanuver cari dukungan untuk pengerak 3 periode.
#MenyelamatkanAset";Negatif
@yourbae Gojowidodo 3 periode?;Netral
@gibran_tweet Suruh masuk got wae koyo bapak mu bran ! Kan adem bange't terus iso dadi presiden malah njaluk 3 periode 🤣🤣🤣🤣;Negatif
@IstanaLurah Sepertinya penista sedang di dukung untuk maju ,jika joki tidak dapat perpanjangan atau 3 periode ..;Negatif
"@andiebs @EndangUban @dnayza1212 @jokowi @SBYudhoyono hahahaha setelah di demo penolakan 3 periode berturut2 ?
kemarin kemana aja 😃";Negatif
@Muhamadrezaaa biarin aja si.. orang mau cari atensi biar ga 3 periode. wkwkwk;Netral
Spanduk 3 periode dibalas dengan mural turunkan jokowi. Bisa?;Negatif
@LiterasiTypo Nah.... Gak minat tapi hadir di deklarasi 3 periode sambil cengengesan;Negatif
"@Helmi_Felis ""Kita masih berkutat hal-hal yang tidak produktif"" &gt;&gt; 3 periode, minyak goreng, kendi, hutang numpuk, korupsi, dll";Negatif
"@GeiszChalifah Jdi ingat pimpinan lembaga survey yg berpikiran 3 periode,clue-nya MQ.
Kesana kemari jualan 3 periode sayangnya kagak laku !";Negatif
@henrysubiakto @bfitrikananda Kalo ngotot tunda pemilu atau perpanjang 3 periode sih ga apa2 ya?;Positif
@KompasTV Mungkin bahas Minyak Goreng bekal 3 periode?;Netral
@AzzamIzzulhaq Gak konsisten sama kebijakannya Pede amat minta 3 Periode ☝️😝;Negatif
@Reiza_Patters Ganjar ya ibarat jokowi 3 periode itu mah, nyungsep eh meroket again 🤣;Netral
@Vanyudha2 @RestyCaayah @Puspen_TNI ngedumel g jadi 3 periode;Netral
Jokowi 3 periode ge salah gua;Netral
@keuangannews_id Bagaimana dgn 3 periode Bu ..;Netral
@__Sridiana_3va Tunda pemilu, tapi 3 periode setuju 🤣;Positif
"Ini beneran udah mau normal kan?
Udah bisa nonton konser tanpa masker kan?
Gak prank cuma karena pengen 3 periode aja kan? Heheu";Negatif
@FaisalBasri Sepandai-pandainya ngeyel 3 periode, niscaya tetap ngeyel aja terus.;Negatif
"SELASA, 26/APRIL/2022,

RESULT PASARAN BURMA
PERIODE KE - 1767
PRIZE 1 : 9627
PRIZE 2 : 8089
PRIZE 3 : 1006
SELAMAT KEPADA PARA PEMENANG";Netral
"@keuangannews_id Golkar biang keladi isu 3 periode hahaha....
🤮🤮🤮🤮";Negatif
@Helmi_Felis Kalau g didemo ntar 3 periode dia? Rakyat yg mumet 🤣;Negatif
@PKSejahtera @jokowi wis tolak 3 periode, lah iki piye to and end and end game, wong game ra enek kang #ruwet;Netral
@geloraco GAK PERNAH KONSISTEN MINTA 3 PERIODE GAK MALU APA ? ☝️🙄;Negatif
@keuangannews_id Masalahnya disamping tunda pemilu juga 3 periode.!!;Netral
@bdngfess Pro dan kontra 3 periode jokowi;Netral
"@henrysubiakto Ingin berkuasa????? 
Kirain yg ngusulin mau 3 periode yg ingin berkuasa terus 😀😀";Netral
@henrysubiakto Yg ngebet 3 periode itu gerombolan mu;Netral
@8dxvx kue dari jaman jadul sampe jaman mau 3 periode ini 😪;Netral
"@henrysubiakto Yang ingin berkuasa itu yang ingin 3 periode...
Otak mana otak....";Negatif
@Fahrihamzah Saya tetap berharap Jokowi 3 Periode;Positif
@F_FeniJKT48 Finally setelah sekian hampir 3 periode akhirnya up tiktok;Netral
@PutraErlangga95 Menyatu biar kenyang 3 periode kata Orang Sunda, menyengsengsarakan.....;Negatif
@koala_tidurzzz Awokawokawok Anggi wanita lemah lembut? Lebih percaya jokowi 3 periode sih;Positif
@henrysubiakto @bfitrikananda Apa bedanya dengan Jokowi yg juga ingin berkuasa bahkan ingin 3 periode?;Positif
@ChusnulCh__ Kl sy sih milih ganjar jd ketua badan sensor film nasional sj... Boleh sampai 3 periode menjabatnya...;Netral
@UyokBack kalo ini saya sangat SETUJU. pakde itu emang ga ada dua nya, pokok nya 3 periode kepalang ancur.;Negatif
"@Peterbolohooo @huzprince90 @KompasTV @MafiaWasit 2024 JKW gak jadi 3 periode, gara2 simbah...
🙏";Netral
@OposisiCerdas Ini orang keknya layak dijadikan contoh pengadilan rakyat seusai Ade armando..gak pernah diam bicara 3 periode..;Negatif
@eoudgia Sambil tolak 3 periode kak;Negatif
@bangZhack86 Ini makanya pada ngedukung 3 periode ... Wong pejabat dimajain ... Wkwkwk;Positif
@ivorydazed Gw sih pengennya 3 periode sama lo;Netral
@Nicho_Silalahi @jokowi Makanya ga aneh kan kalo si Luhut mati2an maksain 3 periode ???;Negatif
@kompascom Setelah memunculkan 3 periode, kini mengigau nyuruh indo tekan rusia... ORAAA.. hahaha..;Negatif
Lo semua lupa apa luhut yg kemaren sampe mulutnya berbusa busa bilang 3 periode;Netral
"Yg bikin bangkrut pasti penyelenggara negara..
NO DEBAT,NO 3 PERIODE ,PT O%
#IndonesiaTerancamBangkrut";Negatif
@bernadgh Yg getol kampanye 3 periode jg banyak;Positif
"@KRMTRoySuryo2 Itu manusia ngomong asal njeplak aja 
Gitu mau minta 3 periode";Negatif
@LostlnReverie Gimana pendapat mimin soal presiden 3 periode?;Netral
@Penyuka_ombak @ArSunantoaris @elonmusk @jokowi wah.. ini fix 3 periode ajalah.;Positif
Kangen teman-teman PLKH ku yang lucu-lucu :( semoga idup mereka berbahagia selalu, gak ngalamin jokowi 3 periode;Negatif
@bachrum_achmadi PEKAES TERUS AKAN GORENG NARASI LICIK DAN BUSUKNYA PRESIDEN 3 PERIODE AGAR SUPAYA GEJOLAK POLITIK SEMAKIN PANAS;Netral
@naliisaa udh 3 periode 👍;Positif
Eman si pak sih klo kaga 3 periode . Apalagi yg punya kepentingan disekitar Anda .;Negatif
kalo udah nyaman mah susah, walaupun lu pernah setuju jokowi 3 periode tetep gua terima;Positif
@diemtolol Wild imagination gue sih jokowi 3 periode;Positif
@snxw_tiger Salam utbk 3 periode wkwk;Positif
@alisyarief Krn calon kakak iparnya ingin 3 periode🤣🤣🤣;Negatif
@UtunBack @PutraErlangga95 @VirtualThumb22 Itu ceritanya,segitu, kenyataanyamah pan pengen 3 periode;Negatif
"Kenapa Presiden ngotot bangun IKN? 
Karena buat alasan 3 periode.
Sesimpel itu.";Netral
@Sinefail Paling di dukung. Kan baru saja keremu dengan lord Luhut, pasti di bisikan duduk jokodok 3 periode 😂😂;Positif
@4nneve Pantasan Minta 3 periode .;Netral
"@shitegoblin Elon: ""saya dukung 3 periode""";Positif
@TXTdariHunter bu puan/jkw 3 periode? wkwkwk;Netral
@snzuhrchyo @iJOLYN3 pilih kajol 3 periode;Netral
@lalapo____ Aku mendukung mb atul 3 periode;Netral
"@Dennysiregar7 @jokowi Bisa ae lu bang 
3 periode enak si";Positif
@henrysubiakto kl yg ngebet sampe 3 periode dlm rangka ingin berkuasa atau ndak?;Negatif
@Dennysiregar7 @jokowi Mau jadi pahlawan, agar ada pencitraan 3 periode.;Negatif
@henrysubiakto @bfitrikananda Minta 3 periode itu artinya ingin berkuasa terus ya prof;Netral
@kompascom Salam 3 periode 😁😁;Positif
@RaniKancana__ @achzam_prabu Yg ngeyel 3 periode siapa ya???;Netral
@henrysubiakto Apa lantaran program 3 periode, yg lain menjd tabu utk dicapreskan ?;Negatif
@Aaralinnn iya kan aku 3 periode lin;Positif
"@dmaharika @theyycallmebass @clarichanzu wah.. ditinggal setahunan di negri org, indo udh se-modern itu ya..

apakah akan 3 periode?";Netral
@detikcom Lah buat apa udah vaksin sampe 3 periode? Eh 3 kali;Netral
@kapianih_ Mending milih 3 periode ae mba;Positif
@mayangsitariii wayah e takok “opo o kok jokoway 3 periode?”🗿;Netral
@AbuNawa19505357 Seret otak 3 periode ke pengadilan..;Negatif
@Dennysiregar7 @jokowi Bagi penghembus Jokowi mundur, Jokowi 3 periode, mana suara kalian? Dikala ada larangan ekspor sawit?;Netral
@sasasayatusa_ Semoga bisa 3 periode Aamiin...namun pasti tergantung bagaimana Takdir diri Pak Jokowi yg dikehendaki ALLAH kepadanya.;Positif
@sasasayatusa_ Jokowi: Saya Tidak Berminat Menjadi Presiden 3 Periode;Netral
@yosnggarang Ini ngapain demo? Kmrin2 kan udah ada yg dikasih jaket gegara bilang 3 periode;Netral
@safari_fx Brrti tandanya jokowi 3 periode bg;Positif
@sasasayatusa_ 3 periode menyengsarakan bangsa;Negatif
@Dennysiregar7 @jokowi Tapi tetap jangan pernah bermimpi 3 periode;Negatif
@cobeh2021 Dulu kau puja puja pak jokowi...sekarang kau durhaka ama pak jokowi...apapun kisahnya jika bisa lanjut 3 periode..;Positif
@ZAEffendy Mantap pak jokowi orang pintar lanjut jika bisa 3 periode;Positif
@M4young_ Terus maksudnya SBY mau 3 periode?;Netral
"@detikcom Lagi penjajagan calon pendamping klo maju 3 periode? 🤔

*eh 😅";Netral
TUAN RISKA KO MASIH KETEK ANYIA BIALAH INYO 3 PERIODE DI DHAMASRAYA TU DULU。;Netral
@sasasayatusa_ ada keinginan sedikit pun untuk 3 periode,” imbuhnya.;Netral
@bastianranuna @alifiendrian @hyql_ kekmana ji 3 periode mnrt ko?;Netral
@AfendiTjahyono @henrysubiakto YNTKTS tp mau 3 periode, segala cara dihalalkan dg kasak kusuk usaha merubah konstitusi.;Negatif
@timpakul_89 Baru segitu udah kejang... Makanya biar 3 periode jngn kebelet;Negatif
@sasasayatusa_ 3 periode sangat tidak bijaksana;Negatif
@sasasayatusa_ Karena jokowi adalah presiden terbaik selama ini maka bisa jadi 3 periode;Positif
@detikcom Mau minta santunan buat kampaye 3 periode tuh;Netral
"4. Tag 3 teman kamu buat ikutan juga
5. Akun jangan diprivate

Periode 26 April - 3 Mei 2022

#BonCabe #GueBonCabe #TTB";Netral
@sasasayatusa_ nanti setelah 3 periode kita ke empat periode;Positif
@sasasayatusa_ Presiden sudah jelas menolak 3 periode, tak perlu diributkan lagi #SayabersamaJokowi;Netral
@sasasayatusa_ Wacana Presiden 3 Periode, Jokowi Waspadai hasutan KADRUN #SayaBersamaJokowi #KamiBersamaJokowi;Netral
@sasasayatusa_ Gibran: Jokowi Tolak 3 Periode;Netral
@republikaonline Anggota DPRD pasti dari partai PDIP yg terlibat skandal penundaan dan 3 periode.;Negatif
@sasasayatusa_ stop menyebarakan isu Jokowi 3 periode !;Netral
@sasasayatusa_ Semua masyarakat mencintai Pak Presiden Jokowi. Semoga Pak Presiden Jokowi bisa lanjut 3 periode. Aamiin;Positif
@sasasayatusa_ sudah tidak lagi dapat dipercaya kalau Pak Jokowi ingin 3 periode;Negatif
@sasasayatusa_ apa perlu buat petisi tolak 3 periode;Negatif
@Dennysiregar7 @jokowi Trik 3 periode nya kakak🙃;Positif
Mulai pada caper ama elon, dari lumpur lapindo ampe penggagas 3 periode udah pada ngantri 🤣;Netral
@wrwbs0b Skizo bayangin 3 periode;Netral
@kangdede78 Dari awal juga pak jokowi nggak mau 3 periode. Tapi orang2 pada heboh sendiri.;Netral
@TirtoID Ya. Yuk 3 periode, lil..;Positif
@msaid_didu Wajar gak banyak rakyat yang mau diurus dia 3 Periode ☝️🙄;Negatif
@PKSejahtera Ndasmu minta 3 Periode! Dasar kadrun...;Positif
@haisayasaka Habis ini 3 periode? 👀;Netral
@keuangannews_id Kalo sampe 3 periode kan anaknya ga bisa maju entar 🙄;Netral
@RaniKancana__ Itu Jebakan Batman lagi.. PKB juga gitu... di adu domba.. 3 periode..;Netral
"@alisyarief Gak mau ada 3 periode
Tapi nuntut PT 20%
Wkwkwk... Kentuutlah...";Netral
@keuangannews_id Kalo yang minta 3 periode gimana, bu?;Netral
@WakniSyaiful @henrysubiakto Mirip mirip sekarang ya...sampai ada yg usul 3 Ronde..eh periode..😇😇;Netral
@KompasTV Patut diduga ...Paling bahas Tunda Pemilu atau Presiden 3 Periode ....!!!;Netral
@Arisfrogs13 efeke jokowi 3 periode;Positif
@abu_waras janji mau 3 periode? atau mau milih paslon dari banteng lagi?? sudah kerasa kan skrng 😂😂;Negatif
@bimo_sw98 @khenob1 @detikcom Bisa jadi presiden 3 periode skalian 😂😂😂;Positif
@msaid_didu Pendeta nya yg goblok atau pemilik akun yg goblok ya !!! sdh jelas tdk ada bahasa 3 periode atau perpanjang masa jabatan...;Netral
@Andyzulfikar10 Pantas minta 3 periode, kerja kagak tapi malah numpuk kekayaan pribadi;Negatif
"@BEMUI_Official Sssttt... Sssttt... Orderan baru ciiee... 
Brati menu penundaan pemilu sama wacana 3 periode udah basi ya?";Netral
@HumorJonTampan apa salahnya ? kalau orang boleh kampanye turunkan Jokowi, kenapa orang lain tidak boleh kampanye Jokowi 3 periode ?;Positif
@asyerfini87 Dia yang selama ini teriak menolak 3 periode;Negatif
@__Kazze @DanangHaryant18 Mau 3 periode;Positif
@tvOneNews Cerita tentang big data 3 periode 🤣🤣🤣🤣;Netral
@Uki23 D. Okt 2022, Jokowi teken perpanjangan masa jabatan AB, asal AB dukung Jokowi 3 periode. Feb 2024, AB telikung Jokowi.;Netral
"@PKSejahtera Yang ngeyel minta 3 periode itu siapa?
Yang ada elu yg ngeyel goreng 3 periode, bikin gaduh saja";Netral
@PKSejahtera Yg minta 3 periode sopo yo????? Pks kalau nga hoax mahh sepiiii...kayak partay sapiiii....END GAME PKS.... @hnurwahid;Netral
@geloraco Ha ha ha ternya bodoh dia, padahal Hartanto dapat dukungan dan menyuarakan aspirasi 3 periode Petani Sawit.;Negatif
"Program mendesak periode baru:

1. Pembubaran BNPT
2. Pembunaran Densus 88
3. Pembubaran BPIP";Netral
@zeiiest Cuma di periode event ini aja kak, di foodcourt tp 3. Kakak lg ke sby kah?;Netral
@KompasTV Soal Minyak dan 3 Periode;Netral
@AzzamIzzulhaq Nnt dibawa ke sini untuk support 3 periode;Positif
@rizal_ambo Proyek 3 periode.;Positif
